ENP1: rounded = 5, raw = 5.000000, rounded_increase = 0.0, calc = ENP1 = 5 (raw 5.000000)
ENP210: rounded = 4389, raw = 4388.648245, rounded_increase = 6, calc = [4382.472974 + (5000.000000 - 4382.472974) x 1.00%]
ENP211: rounded = 4395, raw = 4394.761762, rounded_increase = 6, calc = [4388.648245 + (5000.000000 - 4388.648245) x 1.00%]
ENP212: rounded = 4401, raw = 4400.814145, rounded_increase = 6, calc = [4394.761762 + (5000.000000 - 4394.761762) x 1.00%]
ENP213: rounded = 4407, raw = 4406.806003, rounded_increase = 6, calc = [4400.814145 + (5000.000000 - 4400.814145) x 1.00%]
ENP214: rounded = 4413, raw = 4412.737943, rounded_increase = 6, calc = [4406.806003 + (5000.000000 - 4406.806003) x 1.00%]
ENP215: rounded = 4419, raw = 4418.610564, rounded_increase = 6, calc = [4412.737943 + (5000.000000 - 4412.737943) x 1.00%]
ENP216: rounded = 4424, raw = 4424.424458, rounded_increase = 6, calc = [4418.610564 + (5000.000000 - 4418.610564) x 1.00%]
ENP217: rounded = 4430, raw = 4430.180214, rounded_increase = 6, calc = [4424.424458 + (5000.000000 - 4424.424458) x 1.00%]
ENP218: rounded = 4436, raw = 4435.878411, rounded_increase = 6, calc = [4430.180214 + (5000.000000 - 4430.180214) x 1.00%]
ENP219: rounded = 4442, raw = 4441.519627, rounded_increase = 6, calc = [4435.878411 + (5000.000000 - 4435.878411) x 1.00%]
ENP220: rounded = 4447, raw = 4447.104431, rounded_increase = 6, calc = [4441.519627 + (5000.000000 - 4441.519627) x 1.00%]
ENP221: rounded = 4453, raw = 4452.633387, rounded_increase = 6, calc = [4447.104431 + (5000.000000 - 4447.104431) x 1.00%]
ENP222: rounded = 4458, raw = 4458.107053, rounded_increase = 5, calc = [4452.633387 + (5000.000000 - 4452.633387) x 1.00%]
ENP223: rounded = 4464, raw = 4463.525982, rounded_increase = 5, calc = [4458.107053 + (5000.000000 - 4458.107053) x 1.00%]
ENP224: rounded = 4469, raw = 4468.890722, rounded_increase = 5, calc = [4463.525982 + (5000.000000 - 4463.525982) x 1.00%]
ENP225: rounded = 4474, raw = 4474.201815, rounded_increase = 5, calc = [4468.890722 + (5000.000000 - 4468.890722) x 1.00%]
ENP226: rounded = 4479, raw = 4479.459797, rounded_increase = 5, calc = [4474.201815 + (5000.000000 - 4474.201815) x 1.00%]
ENP227: rounded = 4485, raw = 4484.665199, rounded_increase = 5, calc = [4479.459797 + (5000.000000 - 4479.459797) x 1.00%]
ENP228: rounded = 4490, raw = 4489.818547, rounded_increase = 5, calc = [4484.665199 + (5000.000000 - 4484.665199) x 1.00%]
ENP229: rounded = 4495, raw = 4494.920362, rounded_increase = 5, calc = [4489.818547 + (5000.000000 - 4489.818547) x 1.00%]
ENP230: rounded = 4500, raw = 4499.971158, rounded_increase = 5, calc = [4494.920362 + (5000.000000 - 4494.920362) x 1.00%]
ENP231: rounded = 4505, raw = 4504.971446, rounded_increase = 5, calc = [4499.971158 + (5000.000000 - 4499.971158) x 1.00%]
ENP232: rounded = 4510, raw = 4509.921732, rounded_increase = 5, calc = [4504.971446 + (5000.000000 - 4504.971446) x 1.00%]
ENP233: rounded = 4515, raw = 4514.822515, rounded_increase = 5, calc = [4509.921732 + (5000.000000 - 4509.921732) x 1.00%]
ENP234: rounded = 4520, raw = 4519.674290, rounded_increase = 5, calc = [4514.822515 + (5000.000000 - 4514.822515) x 1.00%]
ENP235: rounded = 4524, raw = 4524.477547, rounded_increase = 5, calc = [4519.674290 + (5000.000000 - 4519.674290) x 1.00%]
ENP236: rounded = 4529, raw = 4529.232771, rounded_increase = 5, calc = [4524.477547 + (5000.000000 - 4524.477547) x 1.00%]
ENP237: rounded = 4534, raw = 4533.940443, rounded_increase = 5, calc = [4529.232771 + (5000.000000 - 4529.232771) x 1.00%]
ENP238: rounded = 4539, raw = 4538.601039, rounded_increase = 5, calc = [4533.940443 + (5000.000000 - 4533.940443) x 1.00%]
ENP239: rounded = 4543, raw = 4543.215029, rounded_increase = 5, calc = [4538.601039 + (5000.000000 - 4538.601039) x 1.00%]
ENP240: rounded = 4548, raw = 4547.782878, rounded_increase = 5, calc = [4543.215029 + (5000.000000 - 4543.215029) x 1.00%]
ENP241: rounded = 4552, raw = 4552.305050, rounded_increase = 5, calc = [4547.782878 + (5000.000000 - 4547.782878) x 1.00%]
ENP242: rounded = 4557, raw = 4556.781999, rounded_increase = 4, calc = [4552.305050 + (5000.000000 - 4552.305050) x 1.00%]
ENP243: rounded = 4561, raw = 4561.214179, rounded_increase = 4, calc = [4556.781999 + (5000.000000 - 4556.781999) x 1.00%]
ENP244: rounded = 4566, raw = 4565.602037, rounded_increase = 4, calc = [4561.214179 + (5000.000000 - 4561.214179) x 1.00%]
ENP245: rounded = 4570, raw = 4569.946017, rounded_increase = 4, calc = [4565.602037 + (5000.000000 - 4565.602037) x 1.00%]
ENP246: rounded = 4574, raw = 4574.246557, rounded_increase = 4, calc = [4569.946017 + (5000.000000 - 4569.946017) x 1.00%]
ENP247: rounded = 4579, raw = 4578.504091, rounded_increase = 4, calc = [4574.246557 + (5000.000000 - 4574.246557) x 1.00%]
ENP248: rounded = 4583, raw = 4582.719050, rounded_increase = 4, calc = [4578.504091 + (5000.000000 - 4578.504091) x 1.00%]
ENP249: rounded = 4587, raw = 4586.891860, rounded_increase = 4, calc = [4582.719050 + (5000.000000 - 4582.719050) x 1.00%]
ENP250: rounded = 4591, raw = 4591.022941, rounded_increase = 4, calc = [4586.891860 + (5000.000000 - 4586.891860) x 1.00%]
ENP251: rounded = 4595, raw = 4595.112712, rounded_increase = 4, calc = [4591.022941 + (5000.000000 - 4591.022941) x 1.00%]
ENP252: rounded = 4599, raw = 4599.161585, rounded_increase = 4, calc = [4595.112712 + (5000.000000 - 4595.112712) x 1.00%]
ENP253: rounded = 4603, raw = 4603.169969, rounded_increase = 4, calc = [4599.161585 + (5000.000000 - 4599.161585) x 1.00%]
ENP254: rounded = 4607, raw = 4607.138269, rounded_increase = 4, calc = [4603.169969 + (5000.000000 - 4603.169969) x 1.00%]
ENP255: rounded = 4611, raw = 4611.066886, rounded_increase = 4, calc = [4607.138269 + (5000.000000 - 4607.138269) x 1.00%]
ENP256: rounded = 4615, raw = 4614.956218, rounded_increase = 4, calc = [4611.066886 + (5000.000000 - 4611.066886) x 1.00%]
ENP257: rounded = 4619, raw = 4618.806655, rounded_increase = 4, calc = [4614.956218 + (5000.000000 - 4614.956218) x 1.00%]
ENP258: rounded = 4623, raw = 4622.618589, rounded_increase = 4, calc = [4618.806655 + (5000.000000 - 4618.806655) x 1.00%]
ENP259: rounded = 4626, raw = 4626.392403, rounded_increase = 4, calc = [4622.618589 + (5000.000000 - 4622.618589) x 1.00%]
ENP260: rounded = 4630, raw = 4630.128479, rounded_increase = 4, calc = [4626.392403 + (5000.000000 - 4626.392403) x 1.00%]
ENP261: rounded = 4634, raw = 4633.827194, rounded_increase = 4, calc = [4630.128479 + (5000.000000 - 4630.128479) x 1.00%]
ENP262: rounded = 4637, raw = 4637.488922, rounded_increase = 4, calc = [4633.827194 + (5000.000000 - 4633.827194) x 1.00%]
ENP263: rounded = 4641, raw = 4641.114033, rounded_increase = 4, calc = [4637.488922 + (5000.000000 - 4637.488922) x 1.00%]
ENP264: rounded = 4645, raw = 4644.702893, rounded_increase = 4, calc = [4641.114033 + (5000.000000 - 4641.114033) x 1.00%]
ENP265: rounded = 4648, raw = 4648.255864, rounded_increase = 4, calc = [4644.702893 + (5000.000000 - 4644.702893) x 1.00%]
ENP266: rounded = 4652, raw = 4651.773305, rounded_increase = 4, calc = [4648.255864 + (5000.000000 - 4648.255864) x 1.00%]
ENP267: rounded = 4655, raw = 4655.255572, rounded_increase = 3, calc = [4651.773305 + (5000.000000 - 4651.773305) x 1.00%]
ENP268: rounded = 4659, raw = 4658.703016, rounded_increase = 3, calc = [4655.255572 + (5000.000000 - 4655.255572) x 1.00%]
ENP269: rounded = 4662, raw = 4662.115986, rounded_increase = 3, calc = [4658.703016 + (5000.000000 - 4658.703016) x 1.00%]
ENP270: rounded = 4665, raw = 4665.494826, rounded_increase = 3, calc = [4662.115986 + (5000.000000 - 4662.115986) x 1.00%]
ENP271: rounded = 4669, raw = 4668.839878, rounded_increase = 3, calc = [4665.494826 + (5000.000000 - 4665.494826) x 1.00%]
ENP272: rounded = 4672, raw = 4672.151479, rounded_increase = 3, calc = [4668.839878 + (5000.000000 - 4668.839878) x 1.00%]
ENP273: rounded = 4675, raw = 4675.429964, rounded_increase = 3, calc = [4672.151479 + (5000.000000 - 4672.151479) x 1.00%]
ENP274: rounded = 4679, raw = 4678.675665, rounded_increase = 3, calc = [4675.429964 + (5000.000000 - 4675.429964) x 1.00%]
ENP275: rounded = 4682, raw = 4681.888908, rounded_increase = 3, calc = [4678.675665 + (5000.000000 - 4678.675665) x 1.00%]
ENP276: rounded = 4685, raw = 4685.070019, rounded_increase = 3, calc = [4681.888908 + (5000.000000 - 4681.888908) x 1.00%]
ENP277: rounded = 4688, raw = 4688.219319, rounded_increase = 3, calc = [4685.070019 + (5000.000000 - 4685.070019) x 1.00%]
ENP278: rounded = 4691, raw = 4691.337126, rounded_increase = 3, calc = [4688.219319 + (5000.000000 - 4688.219319) x 1.00%]
ENP279: rounded = 4694, raw = 4694.423754, rounded_increase = 3, calc = [4691.337126 + (5000.000000 - 4691.337126) x 1.00%]
ENP280: rounded = 4697, raw = 4697.479517, rounded_increase = 3, calc = [4694.423754 + (5000.000000 - 4694.423754) x 1.00%]
ENP281: rounded = 4701, raw = 4700.504722, rounded_increase = 3, calc = [4697.479517 + (5000.000000 - 4697.479517) x 1.00%]
ENP282: rounded = 4703, raw = 4703.499674, rounded_increase = 3, calc = [4700.504722 + (5000.000000 - 4700.504722) x 1.00%]
ENP283: rounded = 4706, raw = 4706.464678, rounded_increase = 3, calc = [4703.499674 + (5000.000000 - 4703.499674) x 1.00%]
ENP284: rounded = 4709, raw = 4709.400031, rounded_increase = 3, calc = [4706.464678 + (5000.000000 - 4706.464678) x 1.00%]
ENP285: rounded = 4712, raw = 4712.306031, rounded_increase = 3, calc = [4709.400031 + (5000.000000 - 4709.400031) x 1.00%]
ENP286: rounded = 4715, raw = 4715.182970, rounded_increase = 3, calc = [4712.306031 + (5000.000000 - 4712.306031) x 1.00%]
ENP287: rounded = 4718, raw = 4718.031141, rounded_increase = 3, calc = [4715.182970 + (5000.000000 - 4715.182970) x 1.00%]
ENP288: rounded = 4721, raw = 4720.850829, rounded_increase = 3, calc = [4718.031141 + (5000.000000 - 4718.031141) x 1.00%]
ENP289: rounded = 4724, raw = 4723.642321, rounded_increase = 3, calc = [4720.850829 + (5000.000000 - 4720.850829) x 1.00%]
ENP290: rounded = 4726, raw = 4726.405898, rounded_increase = 3, calc = [4723.642321 + (5000.000000 - 4723.642321) x 1.00%]
ENP291: rounded = 4729, raw = 4729.141839, rounded_increase = 3, calc = [4726.405898 + (5000.000000 - 4726.405898) x 1.00%]
ENP292: rounded = 4732, raw = 4731.850420, rounded_increase = 3, calc = [4729.141839 + (5000.000000 - 4729.141839) x 1.00%]
ENP293: rounded = 4735, raw = 4734.531916, rounded_increase = 3, calc = [4731.850420 + (5000.000000 - 4731.850420) x 1.00%]
ENP294: rounded = 4737, raw = 4737.186597, rounded_increase = 3, calc = [4734.531916 + (5000.000000 - 4734.531916) x 1.00%]
ENP295: rounded = 4740, raw = 4739.814731, rounded_increase = 3, calc = [4737.186597 + (5000.000000 - 4737.186597) x 1.00%]
ENP296: rounded = 4742, raw = 4742.416584, rounded_increase = 3, calc = [4739.814731 + (5000.000000 - 4739.814731) x 1.00%]
ENP297: rounded = 4745, raw = 4744.992418, rounded_increase = 3, calc = [4742.416584 + (5000.000000 - 4742.416584) x 1.00%]
ENP298: rounded = 4748, raw = 4747.542494, rounded_increase = 3, calc = [4744.992418 + (5000.000000 - 4744.992418) x 1.00%]
ENP299: rounded = 4750, raw = 4750.067069, rounded_increase = 3, calc = [4747.542494 + (5000.000000 - 4747.542494) x 1.00%]
ENP300: rounded = 4753, raw = 4752.566398, rounded_increase = 2, calc = [4750.067069 + (5000.000000 - 4750.067069) x 1.00%]
ENP301: rounded = 4755, raw = 4755.040734, rounded_increase = 2, calc = [4752.566398 + (5000.000000 - 4752.566398) x 1.00%]
ENP302: rounded = 4757, raw = 4757.490327, rounded_increase = 2, calc = [4755.040734 + (5000.000000 - 4755.040734) x 1.00%]
ENP303: rounded = 4760, raw = 4759.915424, rounded_increase = 2, calc = [4757.490327 + (5000.000000 - 4757.490327) x 1.00%]
ENP304: rounded = 4762, raw = 4762.316269, rounded_increase = 2, calc = [4759.915424 + (5000.000000 - 4759.915424) x 1.00%]
ENP305: rounded = 4765, raw = 4764.693107, rounded_increase = 2, calc = [4762.316269 + (5000.000000 - 4762.316269) x 1.00%]
ENP306: rounded = 4767, raw = 4767.046176, rounded_increase = 2, calc = [4764.693107 + (5000.000000 - 4764.693107) x 1.00%]
ENP307: rounded = 4769, raw = 4769.375714, rounded_increase = 2, calc = [4767.046176 + (5000.000000 - 4767.046176) x 1.00%]
ENP308: rounded = 4772, raw = 4771.681957, rounded_increase = 2, calc = [4769.375714 + (5000.000000 - 4769.375714) x 1.00%]
ENP309: rounded = 4774, raw = 4773.965137, rounded_increase = 2, calc = [4771.681957 + (5000.000000 - 4771.681957) x 1.00%]
ENP310: rounded = 4776, raw = 4776.225486, rounded_increase = 2, calc = [4773.965137 + (5000.000000 - 4773.965137) x 1.00%]
ENP311: rounded = 4778, raw = 4778.463231, rounded_increase = 2, calc = [4776.225486 + (5000.000000 - 4776.225486) x 1.00%]
ENP312: rounded = 4781, raw = 4780.678599, rounded_increase = 2, calc = [4778.463231 + (5000.000000 - 4778.463231) x 1.00%]
ENP313: rounded = 4783, raw = 4782.871813, rounded_increase = 2, calc = [4780.678599 + (5000.000000 - 4780.678599) x 1.00%]
ENP314: rounded = 4785, raw = 4785.043094, rounded_increase = 2, calc = [4782.871813 + (5000.000000 - 4782.871813) x 1.00%]
ENP315: rounded = 4787, raw = 4787.192663, rounded_increase = 2, calc = [4785.043094 + (5000.000000 - 4785.043094) x 1.00%]
ENP316: rounded = 4789, raw = 4789.320737, rounded_increase = 2, calc = [4787.192663 + (5000.000000 - 4787.192663) x 1.00%]
ENP317: rounded = 4791, raw = 4791.427529, rounded_increase = 2, calc = [4789.320737 + (5000.000000 - 4789.320737) x 1.00%]
ENP318: rounded = 4794, raw = 4793.513254, rounded_increase = 2, calc = [4791.427529 + (5000.000000 - 4791.427529) x 1.00%]
ENP319: rounded = 4796, raw = 4795.578122, rounded_increase = 2, calc = [4793.513254 + (5000.000000 - 4793.513254) x 1.00%]
ENP320: rounded = 4798, raw = 4797.622340, rounded_increase = 2, calc = [4795.578122 + (5000.000000 - 4795.578122) x 1.00%]
ENP321: rounded = 4800, raw = 4799.646117, rounded_increase = 2, calc = [4797.622340 + (5000.000000 - 4797.622340) x 1.00%]
ENP322: rounded = 4802, raw = 4801.649656, rounded_increase = 2, calc = [4799.646117 + (5000.000000 - 4799.646117) x 1.00%]
ENP323: rounded = 4804, raw = 4803.633159, rounded_increase = 2, calc = [4801.649656 + (5000.000000 - 4801.649656) x 1.00%]
ENP324: rounded = 4806, raw = 4805.596828, rounded_increase = 2, calc = [4803.633159 + (5000.000000 - 4803.633159) x 1.00%]
ENP325: rounded = 4808, raw = 4807.540859, rounded_increase = 2, calc = [4805.596828 + (5000.000000 - 4805.596828) x 1.00%]
ENP326: rounded = 4809, raw = 4809.465451, rounded_increase = 2, calc = [4807.540859 + (5000.000000 - 4807.540859) x 1.00%]
ENP327: rounded = 4811, raw = 4811.370796, rounded_increase = 2, calc = [4809.465451 + (5000.000000 - 4809.465451) x 1.00%]
ENP328: rounded = 4813, raw = 4813.257088, rounded_increase = 2, calc = [4811.370796 + (5000.000000 - 4811.370796) x 1.00%]
ENP329: rounded = 4815, raw = 4815.124517, rounded_increase = 2, calc = [4813.257088 + (5000.000000 - 4813.257088) x 1.00%]
ENP330: rounded = 4817, raw = 4816.973272, rounded_increase = 2, calc = [4815.124517 + (5000.000000 - 4815.124517) x 1.00%]
ENP331: rounded = 4819, raw = 4818.803540, rounded_increase = 2, calc = [4816.973272 + (5000.000000 - 4816.973272) x 1.00%]
ENP332: rounded = 4821, raw = 4820.615504, rounded_increase = 2, calc = [4818.803540 + (5000.000000 - 4818.803540) x 1.00%]
ENP333: rounded = 4822, raw = 4822.409349, rounded_increase = 2, calc = [4820.615504 + (5000.000000 - 4820.615504) x 1.00%]
ENP334: rounded = 4824, raw = 4824.185256, rounded_increase = 2, calc = [4822.409349 + (5000.000000 - 4822.409349) x 1.00%]
ENP335: rounded = 4826, raw = 4825.943403, rounded_increase = 2, calc = [4824.185256 + (5000.000000 - 4824.185256) x 1.00%]
ENP336: rounded = 4828, raw = 4827.683969, rounded_increase = 2, calc = [4825.943403 + (5000.000000 - 4825.943403) x 1.00%]
ENP337: rounded = 4829, raw = 4829.407129, rounded_increase = 2, calc = [4827.683969 + (5000.000000 - 4827.683969) x 1.00%]
ENP338: rounded = 4831, raw = 4831.113058, rounded_increase = 2, calc = [4829.407129 + (5000.000000 - 4829.407129) x 1.00%]
ENP339: rounded = 4833, raw = 4832.801927, rounded_increase = 2, calc = [4831.113058 + (5000.000000 - 4831.113058) x 1.00%]
ENP340: rounded = 4834, raw = 4834.473908, rounded_increase = 2, calc = [4832.801927 + (5000.000000 - 4832.801927) x 1.00%]
ENP341: rounded = 4836, raw = 4836.129169, rounded_increase = 2, calc = [4834.473908 + (5000.000000 - 4834.473908) x 1.00%]
ENP342: rounded = 4838, raw = 4837.767877, rounded_increase = 2, calc = [4836.129169 + (5000.000000 - 4836.129169) x 1.00%]
ENP343: rounded = 4839, raw = 4839.390199, rounded_increase = 2, calc = [4837.767877 + (5000.000000 - 4837.767877) x 1.00%]
ENP344: rounded = 4841, raw = 4840.996297, rounded_increase = 2, calc = [4839.390199 + (5000.000000 - 4839.390199) x 1.00%]
ENP345: rounded = 4843, raw = 4842.586334, rounded_increase = 2, calc = [4840.996297 + (5000.000000 - 4840.996297) x 1.00%]
ENP346: rounded = 4844, raw = 4844.160470, rounded_increase = 2, calc = [4842.586334 + (5000.000000 - 4842.586334) x 1.00%]
ENP347: rounded = 4846, raw = 4845.718866, rounded_increase = 2, calc = [4844.160470 + (5000.000000 - 4844.160470) x 1.00%]
ENP348: rounded = 4847, raw = 4847.261677, rounded_increase = 2, calc = [4845.718866 + (5000.000000 - 4845.718866) x 1.00%]
ENP349: rounded = 4849, raw = 4848.789060, rounded_increase = 2, calc = [4847.261677 + (5000.000000 - 4847.261677) x 1.00%]
ENP350: rounded = 4850, raw = 4850.301170, rounded_increase = 2, calc = [4848.789060 + (5000.000000 - 4848.789060) x 1.00%]
ENP351: rounded = 4852, raw = 4851.798158, rounded_increase = 1, calc = [4850.301170 + (5000.000000 - 4850.301170) x 1.00%]
ENP352: rounded = 4853, raw = 4853.280176, rounded_increase = 1, calc = [4851.798158 + (5000.000000 - 4851.798158) x 1.00%]
ENP353: rounded = 4855, raw = 4854.747375, rounded_increase = 1, calc = [4853.280176 + (5000.000000 - 4853.280176) x 1.00%]
ENP354: rounded = 4856, raw = 4856.199901, rounded_increase = 1, calc = [4854.747375 + (5000.000000 - 4854.747375) x 1.00%]
ENP355: rounded = 4858, raw = 4857.637902, rounded_increase = 1, calc = [4856.199901 + (5000.000000 - 4856.199901) x 1.00%]
ENP356: rounded = 4859, raw = 4859.061523, rounded_increase = 1, calc = [4857.637902 + (5000.000000 - 4857.637902) x 1.00%]
ENP357: rounded = 4860, raw = 4860.470908, rounded_increase = 1, calc = [4859.061523 + (5000.000000 - 4859.061523) x 1.00%]
ENP358: rounded = 4862, raw = 4861.866199, rounded_increase = 1, calc = [4860.470908 + (5000.000000 - 4860.470908) x 1.00%]
ENP359: rounded = 4863, raw = 4863.247537, rounded_increase = 1, calc = [4861.866199 + (5000.000000 - 4861.866199) x 1.00%]
ENP360: rounded = 4865, raw = 4864.615061, rounded_increase = 1, calc = [4863.247537 + (5000.000000 - 4863.247537) x 1.00%]
ENP361: rounded = 4866, raw = 4865.968911, rounded_increase = 1, calc = [4864.615061 + (5000.000000 - 4864.615061) x 1.00%]
ENP362: rounded = 4867, raw = 4867.309221, rounded_increase = 1, calc = [4865.968911 + (5000.000000 - 4865.968911) x 1.00%]
ENP363: rounded = 4869, raw = 4868.636129, rounded_increase = 1, calc = [4867.309221 + (5000.000000 - 4867.309221) x 1.00%]
ENP364: rounded = 4870, raw = 4869.949768, rounded_increase = 1, calc = [4868.636129 + (5000.000000 - 4868.636129) x 1.00%]
ENP365: rounded = 4871, raw = 4871.250270, rounded_increase = 1, calc = [4869.949768 + (5000.000000 - 4869.949768) x 1.00%]
ENP366: rounded = 4873, raw = 4872.537768, rounded_increase = 1, calc = [4871.250270 + (5000.000000 - 4871.250270) x 1.00%]
ENP367: rounded = 4874, raw = 4873.812390, rounded_increase = 1, calc = [4872.537768 + (5000.000000 - 4872.537768) x 1.00%]
ENP368: rounded = 4875, raw = 4875.074266, rounded_increase = 1, calc = [4873.812390 + (5000.000000 - 4873.812390) x 1.00%]
ENP369: rounded = 4876, raw = 4876.323523, rounded_increase = 1, calc = [4875.074266 + (5000.000000 - 4875.074266) x 1.00%]
ENP370: rounded = 4878, raw = 4877.560288, rounded_increase = 1, calc = [4876.323523 + (5000.000000 - 4876.323523) x 1.00%]
ENP371: rounded = 4879, raw = 4878.784685, rounded_increase = 1, calc = [4877.560288 + (5000.000000 - 4877.560288) x 1.00%]
ENP372: rounded = 4880, raw = 4879.996838, rounded_increase = 1, calc = [4878.784685 + (5000.000000 - 4878.784685) x 1.00%]
ENP373: rounded = 4881, raw = 4881.196870, rounded_increase = 1, calc = [4879.996838 + (5000.000000 - 4879.996838) x 1.00%]
ENP374: rounded = 4882, raw = 4882.384901, rounded_increase = 1, calc = [4881.196870 + (5000.000000 - 4881.196870) x 1.00%]
ENP375: rounded = 4884, raw = 4883.561052, rounded_increase = 1, calc = [4882.384901 + (5000.000000 - 4882.384901) x 1.00%]
ENP376: rounded = 4885, raw = 4884.725442, rounded_increase = 1, calc = [4883.561052 + (5000.000000 - 4883.561052) x 1.00%]
ENP377: rounded = 4886, raw = 4885.878187, rounded_increase = 1, calc = [4884.725442 + (5000.000000 - 4884.725442) x 1.00%]
ENP378: rounded = 4887, raw = 4887.019405, rounded_increase = 1, calc = [4885.878187 + (5000.000000 - 4885.878187) x 1.00%]
ENP379: rounded = 4888, raw = 4888.149211, rounded_increase = 1, calc = [4887.019405 + (5000.000000 - 4887.019405) x 1.00%]
ENP380: rounded = 4889, raw = 4889.267719, rounded_increase = 1, calc = [4888.149211 + (5000.000000 - 4888.149211) x 1.00%]
ENP381: rounded = 4890, raw = 4890.375042, rounded_increase = 1, calc = [4889.267719 + (5000.000000 - 4889.267719) x 1.00%]
ENP382: rounded = 4891, raw = 4891.471292, rounded_increase = 1, calc = [4890.375042 + (5000.000000 - 4890.375042) x 1.00%]
ENP383: rounded = 4893, raw = 4892.556579, rounded_increase = 1, calc = [4891.471292 + (5000.000000 - 4891.471292) x 1.00%]
ENP384: rounded = 4894, raw = 4893.631013, rounded_increase = 1, calc = [4892.556579 + (5000.000000 - 4892.556579) x 1.00%]
ENP385: rounded = 4895, raw = 4894.694703, rounded_increase = 1, calc = [4893.631013 + (5000.000000 - 4893.631013) x 1.00%]
ENP386: rounded = 4896, raw = 4895.747756, rounded_increase = 1, calc = [4894.694703 + (5000.000000 - 4894.694703) x 1.00%]
ENP387: rounded = 4897, raw = 4896.790278, rounded_increase = 1, calc = [4895.747756 + (5000.000000 - 4895.747756) x 1.00%]
ENP388: rounded = 4898, raw = 4897.822375, rounded_increase = 1, calc = [4896.790278 + (5000.000000 - 4896.790278) x 1.00%]
ENP389: rounded = 4899, raw = 4898.844152, rounded_increase = 1, calc = [4897.822375 + (5000.000000 - 4897.822375) x 1.00%]
ENP390: rounded = 4900, raw = 4899.855710, rounded_increase = 1, calc = [4898.844152 + (5000.000000 - 4898.844152) x 1.00%]
ENP391: rounded = 4901, raw = 4900.857153, rounded_increase = 1, calc = [4899.855710 + (5000.000000 - 4899.855710) x 1.00%]
ENP392: rounded = 4902, raw = 4901.848582, rounded_increase = 1, calc = [4900.857153 + (5000.000000 - 4900.857153) x 1.00%]
ENP393: rounded = 4903, raw = 4902.830096, rounded_increase = 1, calc = [4901.848582 + (5000.000000 - 4901.848582) x 1.00%]
ENP394: rounded = 4904, raw = 4903.801795, rounded_increase = 1, calc = [4902.830096 + (5000.000000 - 4902.830096) x 1.00%]
ENP395: rounded = 4905, raw = 4904.763777, rounded_increase = 1, calc = [4903.801795 + (5000.000000 - 4903.801795) x 1.00%]
ENP396: rounded = 4906, raw = 4905.716139, rounded_increase = 1, calc = [4904.763777 + (5000.000000 - 4904.763777) x 1.00%]
ENP397: rounded = 4907, raw = 4906.658978, rounded_increase = 1, calc = [4905.716139 + (5000.000000 - 4905.716139) x 1.00%]
ENP398: rounded = 4908, raw = 4907.592388, rounded_increase = 1, calc = [4906.658978 + (5000.000000 - 4906.658978) x 1.00%]
ENP399: rounded = 4909, raw = 4908.516464, rounded_increase = 1, calc = [4907.592388 + (5000.000000 - 4907.592388) x 1.00%]
ENP400: rounded = 4909, raw = 4909.431299, rounded_increase = 1, calc = [4908.516464 + (5000.000000 - 4908.516464) x 1.00%]
ENP401: rounded = 4910, raw = 4910.336986, rounded_increase = 1, calc = [4909.431299 + (5000.000000 - 4909.431299) x 1.00%]
ENP402: rounded = 4911, raw = 4911.233617, rounded_increase = 1, calc = [4910.336986 + (5000.000000 - 4910.336986) x 1.00%]
ENP403: rounded = 4912, raw = 4912.121280, rounded_increase = 1, calc = [4911.233617 + (5000.000000 - 4911.233617) x 1.00%]
ENP404: rounded = 4913, raw = 4913.000068, rounded_increase = 1, calc = [4912.121280 + (5000.000000 - 4912.121280) x 1.00%]
ENP405: rounded = 4914, raw = 4913.870067, rounded_increase = 1, calc = [4913.000068 + (5000.000000 - 4913.000068) x 1.00%]
ENP406: rounded = 4915, raw = 4914.731366, rounded_increase = 1, calc = [4913.870067 + (5000.000000 - 4913.870067) x 1.00%]
ENP407: rounded = 4916, raw = 4915.584053, rounded_increase = 1, calc = [4914.731366 + (5000.000000 - 4914.731366) x 1.00%]
ENP408: rounded = 4916, raw = 4916.428212, rounded_increase = 1, calc = [4915.584053 + (5000.000000 - 4915.584053) x 1.00%]
ENP409: rounded = 4917, raw = 4917.263930, rounded_increase = 1, calc = [4916.428212 + (5000.000000 - 4916.428212) x 1.00%]
ENP410: rounded = 4918, raw = 4918.091291, rounded_increase = 1, calc = [4917.263930 + (5000.000000 - 4917.263930) x 1.00%]
ENP411: rounded = 4919, raw = 4918.910378, rounded_increase = 1, calc = [4918.091291 + (5000.000000 - 4918.091291) x 1.00%]
ENP412: rounded = 4920, raw = 4919.721274, rounded_increase = 1, calc = [4918.910378 + (5000.000000 - 4918.910378) x 1.00%]
ENP413: rounded = 4921, raw = 4920.524061, rounded_increase = 1, calc = [4919.721274 + (5000.000000 - 4919.721274) x 1.00%]
ENP414: rounded = 4921, raw = 4921.318821, rounded_increase = 1, calc = [4920.524061 + (5000.000000 - 4920.524061) x 1.00%]
ENP415: rounded = 4922, raw = 4922.105632, rounded_increase = 1, calc = [4921.318821 + (5000.000000 - 4921.318821) x 1.00%]
ENP416: rounded = 4923, raw = 4922.884576, rounded_increase = 1, calc = [4922.105632 + (5000.000000 - 4922.105632) x 1.00%]
ENP417: rounded = 4924, raw = 4923.655730, rounded_increase = 1, calc = [4922.884576 + (5000.000000 - 4922.884576) x 1.00%]
